Id,WnvPresent
1,0.04844229
2,0.04844229
3,0.04844229
4,0.051307256
5,0.033634639
6,0.04977838
7,0.04844229
8,0.033634639
9,0.058330899
10,0.058330899
11,0.058330899
12,0.059633008
13,0.037354415
14,0.058945442
15,0.058330899
16,0.037354415
17,0.061026989
18,0.061026989
19,0.061026989
20,0.06511461
21,0.047507068
22,0.061612907
23,0.061026989
24,0.047507068
113,0.062620827
114,0.062620827
115,0.062620827
116,0.06729601
117,0.051170884
118,0.063115819
119,0.062620827
120,0.051170884
121,0.055972353
122,0.055972353
123,0.055972353
124,0.057379763
125,0.032668129
126,0.056745538
127,0.055972353
128,0.032668129
145,0.048221005
146,0.048221005
147,0.048221005
148,0.05135375
149,0.036841897
150,0.049467817
151,0.048221005
152,0.036841897
153,0.05563184
154,0.05563184
155,0.05563184
156,0.059056289
157,0.038549547
158,0.056542828
159,0.05563184
160,0.038549547
161,0.061178476
162,0.061178476
163,0.061178476
164,0.065828039
165,0.049109378
166,0.061721412
167,0.061178476
168,0.049109378
177,0.060937711
178,0.060937711
179,0.060937711
180,0.064038151
181,0.043684788
182,0.06151094
183,0.060937711
184,0.043684788
185,0.048849628
186,0.048849628
187,0.048849628
188,0.050615334
189,0.029330222
190,0.050214258
191,0.048849628
192,0.029330222
241,0.06024623
242,0.06024623
243,0.06024623
244,0.062107688
245,0.041230871
246,0.060731047
247,0.06024623
248,0.041230871
249,0.061324118
250,0.061324118
251,0.061324118
252,0.06505933
253,0.046666124
254,0.061964122
255,0.061324118
256,0.046666124
265,0.06059075
266,0.06059075
267,0.06059075
268,0.062812442
269,0.0420659
270,0.061130951
271,0.06059075
272,0.0420659
281,0.058835419
282,0.058835419
283,0.058835419
284,0.060816521
285,0.037368096
286,0.059435076
287,0.058835419
288,0.037368096
289,0.061773997
290,0.061773997
291,0.061773997
292,0.06436114
293,0.050483159
294,0.062189907
295,0.061773997
296,0.050483159
297,0.049023482
298,0.049023482
299,0.049023482
300,0.051659472
301,0.028612109
302,0.050295349
303,0.049023482
304,0.028612109
337,0.054513423
338,0.054513423
339,0.054513423
340,0.057212372
341,0.03046722
342,0.055462322
343,0.054513423
344,0.03046722
345,0.055046016
346,0.055046016
347,0.055046016
348,0.057229709
349,0.034710407
350,0.056131176
351,0.055046016
352,0.034710407
353,0.060780778
354,0.060780778
355,0.060780778
356,0.063062327
357,0.0427046
358,0.061332518
359,0.060780778
360,0.0427046
361,0.050752148
362,0.050752148
363,0.050752148
364,0.052639064
365,0.030870865
366,0.052036465
367,0.050752148
368,0.030870865
369,0.061191658
370,0.061191658
371,0.061191658
372,0.065199877
373,0.048402416
374,0.061828902
375,0.061191658
376,0.048402416
377,0.055976817
378,0.055976817
379,0.055976817
380,0.058202257
381,0.03632333
382,0.056852107
383,0.055976817
384,0.03632333
385,0.054156113
386,0.054156113
387,0.054156113
388,0.056355543
389,0.033325701
390,0.05520468
391,0.054156113
392,0.033325701
401,0.057204113
402,0.057204113
403,0.057204113
404,0.059448205
405,0.038273124
406,0.058150078
407,0.057204113
408,0.038273124
473,0.044467704
474,0.044467704
475,0.044467704
476,0.046381502
477,0.027076943
478,0.045972857
479,0.044467704
480,0.027076943
481,0.060410568
482,0.060410568
483,0.060410568
484,0.063778973
485,0.043509624
486,0.061055998
487,0.060410568
488,0.043509624
489,0.056668806
490,0.056668806
491,0.056668806
492,0.058786114
493,0.034054901
494,0.057367001
495,0.056668806
496,0.034054901
513,0.056965568
514,0.056965568
515,0.056965568
516,0.058838573
517,0.035483506
518,0.057767094
519,0.056965568
520,0.035483506
529,0.058650706
530,0.058650706
531,0.058650706
532,0.061115373
533,0.039927923
534,0.059512209
535,0.058650706
536,0.039927923
537,0.055944605
538,0.055944605
539,0.055944605
540,0.058458728
541,0.033025935
542,0.056739675
543,0.055944605
544,0.033025935
561,0.057635129
562,0.057635129
563,0.057635129
564,0.061005193
565,0.034916205
566,0.05845578
567,0.057635129
568,0.034916205
897,0.047576237
898,0.047576237
899,0.047576237
900,0.048695467
901,0.030035761
902,0.049042038
903,0.047576237
904,0.030035761
929,0.048264893
930,0.048264893
931,0.048264893
932,0.052224826
933,0.039461771
934,0.049329476
935,0.048264893
936,0.039461771
937,0.029708311
938,0.029708311
939,0.029708311
940,0.037250627
941,0.132744132
942,0.030453015
943,0.029708311
944,0.132744132
945,0.048502905
946,0.048502905
947,0.048502905
948,0.050422669
949,0.030811913
950,0.049820842
951,0.048502905
952,0.030811913
1001,0.054500256
1002,0.054500256
1003,0.054500256
1004,0.057201364
1005,0.030459694
1006,0.05544973
1007,0.054500256
1008,0.030459694
1017,0.05443078
1018,0.05443078
1019,0.05443078
1020,0.057132048
1021,0.030392151
1022,0.055384237
1023,0.05443078
1024,0.030392151
1033,0.041704815
1034,0.041704815
1035,0.041704815
1036,0.044786803
1037,0.033555231
1038,0.043116924
1039,0.041704815
1040,0.033555231
1089,0.055806716
1090,0.055806716
1091,0.055806716
1092,0.057402461
1093,0.031502533
1094,0.056745499
1095,0.055806716
1096,0.031502533
1105,0.044934941
1106,0.044934941
1107,0.044934941
1108,0.045583437
1109,0.026544063
1110,0.046348089
1111,0.044934941
1112,0.026544063
1121,0.048593221
1122,0.048593221
1123,0.048593221
1124,0.051382179
1125,0.033363454
1126,0.049937628
1127,0.048593221
1128,0.033363454
1129,0.048531931
1130,0.048531931
1131,0.048531931
1132,0.051283427
1133,0.033230797
1134,0.049886534
1135,0.048531931
1136,0.033230797
1137,0.038818859
1138,0.038818859
1139,0.038818859
1140,0.04248946
1141,0.043062483
1142,0.040199096
1143,0.038818859
1144,0.043062483
1145,0.040603649
1146,0.040603649
1147,0.040603649
1148,0.042152852
1149,0.027194975
1150,0.042015895
1151,0.040603649
1152,0.027194975
1161,0.034755398
1162,0.034755398
1163,0.034755398
1164,0.03335169
1165,0.02795973
1166,0.035311795
1167,0.034755398
1168,0.02795973
25,0.059943137
26,0.059943137
27,0.059943137
28,0.061893216
29,0.042192843
30,0.060454634
31,0.059943137
32,0.042192843
33,0.04701335
34,0.04701335
35,0.04701335
36,0.053295256
37,0.034394281
38,0.047932098
39,0.04701335
40,0.034394281
41,0.051493489
42,0.051493489
43,0.051493489
44,0.056373102
45,0.03514476
46,0.052419269
47,0.051493489
48,0.03514476
49,0.053014687
50,0.053014687
51,0.053014687
52,0.057690002
53,0.034976516
54,0.053901303
55,0.053014687
56,0.034976516
57,0.055877521
58,0.055877521
59,0.055877521
60,0.05931043
61,0.037006399
62,0.056600045
63,0.055877521
64,0.037006399
65,0.042943888
66,0.042943888
67,0.042943888
68,0.049563377
69,0.03410264
70,0.043782736
71,0.042943888
72,0.03410264
73,0.056243271
74,0.056243271
75,0.056243271
76,0.058345979
77,0.039381837
78,0.057291097
79,0.056243271
80,0.039381837
81,0.054794083
82,0.054794083
83,0.054794083
84,0.057973601
85,0.036956179
86,0.055708557
87,0.054794083
88,0.036956179
89,0.046279239
90,0.046279239
91,0.046279239
92,0.0534826
93,0.033624147
94,0.04788078
95,0.046279239
96,0.033624147
97,0.058811389
98,0.058811389
99,0.058811389
100,0.060031247
101,0.041835742
102,0.059513066
103,0.058811389
104,0.041835742
105,0.055967692
106,0.055967692
107,0.055967692
108,0.059271873
109,0.037778671
110,0.056874934
111,0.055967692
112,0.037778671
129,0.053323151
130,0.053323151
131,0.053323151
132,0.057514159
133,0.03454496
134,0.053956192
135,0.053323151
136,0.03454496
137,0.047828475
138,0.047828475
139,0.047828475
140,0.054355462
141,0.035227518
142,0.049427326
143,0.047828475
144,0.035227518
169,0.055391183
170,0.055391183
171,0.055391183
172,0.05895228
173,0.035809376
174,0.056059053
175,0.055391183
176,0.035809376
193,0.046057128
194,0.046057128
195,0.046057128
196,0.051834162
197,0.034456548
198,0.04682375
199,0.046057128
200,0.034456548
201,0.049230097
202,0.049230097
203,0.049230097
204,0.053794636
205,0.032862156
206,0.050127896
207,0.049230097
208,0.032862156
209,0.04305408
210,0.04305408
211,0.04305408
212,0.050540465
213,0.035510518
214,0.044648795
215,0.04305408
216,0.035510518
217,0.042964106
218,0.042964106
219,0.042964106
220,0.049587502
221,0.033192464
222,0.043987514
223,0.042964106
224,0.033192464
225,0.052431141
226,0.052431141
227,0.052431141
228,0.056238123
229,0.035541283
230,0.053508308
231,0.052431141
232,0.035541283
233,0.052120202
234,0.052120202
235,0.052120202
236,0.056449555
237,0.036392998
238,0.05341844
239,0.052120202
240,0.036392998
257,0.051165004
258,0.051165004
259,0.051165004
260,0.056096232
261,0.035987514
262,0.0522176
263,0.051165004
264,0.035987514
273,0.039620042
274,0.039620042
275,0.039620042
276,0.044643842
277,0.031241909
278,0.040170246
279,0.039620042
280,0.031241909
305,0.048074307
306,0.048074307
307,0.048074307
308,0.053618346
309,0.033527466
310,0.049002539
311,0.048074307
312,0.033527466
313,0.058028174
314,0.058028174
315,0.058028174
316,0.060214546
317,0.038013456
318,0.058701502
319,0.058028174
320,0.038013456
321,0.042242849
322,0.042242849
323,0.042242849
324,0.050137866
325,0.034620838
326,0.043770567
327,0.042242849
328,0.034620838
329,0.051898165
330,0.051898165
331,0.051898165
332,0.056398783
333,0.036385105
334,0.053379559
335,0.051898165
336,0.036385105
393,0.055210276
394,0.055210276
395,0.055210276
396,0.058717262
397,0.037192837
398,0.056169721
399,0.055210276
400,0.037192837
409,0.059498433
410,0.059498433
411,0.059498433
412,0.057692743
413,0.044988034
414,0.059832611
415,0.059498433
416,0.044988034
417,0.043846851
418,0.043846851
419,0.043846851
420,0.050297183
421,0.033462069
422,0.044738583
423,0.043846851
424,0.033462069
425,0.04241696
426,0.04241696
427,0.04241696
428,0.049530532
429,0.032912717
430,0.043176353
431,0.04241696
432,0.032912717
433,0.04956335
434,0.04956335
435,0.04956335
436,0.05441308
437,0.033504891
438,0.050756345
439,0.04956335
440,0.033504891
441,0.053967548
442,0.053967548
443,0.053967548
444,0.057277119
445,0.037431891
446,0.05526849
447,0.053967548
448,0.037431891
449,0.050209888
450,0.050209888
451,0.050209888
452,0.055065703
453,0.034471311
454,0.05118447
455,0.050209888
456,0.034471311
457,0.045335376
458,0.045335376
459,0.045335376
460,0.051792741
461,0.033393534
462,0.047168315
463,0.045335376
464,0.033393534
465,0.050568563
466,0.050568563
467,0.050568563
468,0.054848624
469,0.033449955
470,0.051348745
471,0.050568563
472,0.033449955
497,0.046360665
498,0.046360665
499,0.046360665
500,0.050991312
501,0.033510588
502,0.047044116
503,0.046360665
504,0.033510588
505,0.056803477
506,0.056803477
507,0.056803477
508,0.059243123
509,0.040680782
510,0.057989893
511,0.056803477
512,0.040680782
521,0.051186333
522,0.051186333
523,0.051186333
524,0.055776456
525,0.034327599
526,0.052026518
527,0.051186333
528,0.034327599
545,0.054648614
546,0.054648614
547,0.054648614
548,0.057787688
549,0.035949862
550,0.055401386
551,0.054648614
552,0.035949862
553,0.039950314
554,0.039950314
555,0.039950314
556,0.047294967
557,0.036887368
558,0.041284555
559,0.039950314
560,0.036887368
569,0.046197499
570,0.046197499
571,0.046197499
572,0.052223451
573,0.034400701
574,0.047313398
575,0.046197499
576,0.034400701
577,0.05945385
578,0.05945385
579,0.05945385
580,0.061191766
581,0.040878359
582,0.059987167
583,0.05945385
584,0.040878359
585,0.045191132
586,0.045191132
587,0.045191132
588,0.049904714
589,0.030829918
590,0.045988741
591,0.045191132
592,0.030829918
593,0.058472002
594,0.058472002
595,0.058472002
596,0.06048725
597,0.040195371
598,0.059083548
599,0.058472002
600,0.040195371
